id,name,price,brand,specs,company,reviewID,score,link,num_of_qs,num_of_rev
10,RedmiA2+,22099.0,Redmi,3GB  64GB 5000mAh,Redmi,11,4.6,https://www.daraz.pk/products/redmi-a2-3gb-64gb-5000mah-10w-fast-charging-652-hd-dot-drop-display-pta-approved-system-active-i430685852-s2054176513.html?search=1,8,14
11,LikeNew,70999.0,Apple,Phones  Used Apple,Like,12,2.3,https://www.daraz.pk/products/like-new-phones-used-apple-iphone-se-2nd-gen-2020-black-64-gb-pta-approved-i434297530-s2082866600.html?search=1,1,10
12,LikeNew,97999.0,Apple,Phones  Used Apple,Like,13,5.0,https://www.daraz.pk/products/like-new-phones-used-apple-iphone-x-silver-64-gb-pta-approved-i434291909-s2088176034.html?search=1,10,7
13,LikeNew,70999.0,Apple,Phones  Used Apple,Like,14,5.0,https://www.daraz.pk/products/like-new-phones-used-apple-iphone-se-2nd-gen-2020-white-64-gb-pta-approved-i434305230-s2082863896.html?search=1,4,11
14,Redminote12,50499.0,Redmi,12 8GB RAM 128GB,Redmi,15,3.2,https://www.daraz.pk/products/redmi-note-12-8gb-ram-128gb-rom-pta-approved-official-warranty-super-fast-charging-i421521093-s1991845039.html?search=1,4,16
15,SamsungA24,72999.0,Samsung,8GB+128GB,Samsung,16,4.6,https://www.daraz.pk/products/samsung-a24-8gb128gb-i427414634-s2030038838.html?search=1,2,17
16,SPARXNEO,29499.0,No Brand,7 ULTRA 6+128GB ,SPARX,17,4.5,https://www.daraz.pk/products/sparx-neo-7-ultra-6128gb-67-display-5000mah-battery-octa-core-processor-fast-charging-pta-approved-one-year-brand-warranty-i423781498-s2073410404.html?search=1,1,25
17,HonorX5,19999.0,Honor,Dual SIM 2GB RAM,Honor,18,4.7,https://www.daraz.pk/products/honor-x5-dual-sim-2gb-ram-32gb-4g-1year-official-warranty-i421054632-s1988619536.html?search=1,4,23
18,Redmi12C,28799.0,No Brand, 4GB Ram 128GB,Redmi,19,4.7,https://www.daraz.pk/products/12c-4gb-1-000-gb-10w-i426348483-s2023807194.html?search=1,8,16
19,InfinixNote,47999.0,Infinix__,30  8GB RAM,Infinix,20,4.7,https://www.daraz.pk/products/30-8gb-256gb-64mp-5000mah-i430239285-s2059656609.html?search=1,1,19
20,InfinixHot,36499.0,Infinix,30  8GB RAM,Infinix,21,4.8,https://www.daraz.pk/products/30-8gb-128gb-50mp-5000mah-i432054677-s2064260237.html?search=1,2,18
21,SamsungA34,114999.0,Samsung, 8GB/256GB  6.6,Samsung,22,4.9,https://www.daraz.pk/products/samsung-a34-8gb256gb-66-inches-display-android-13-5000mah-battery-i433327714-s2125087779.html?search=1,2,15
22,vivoV29e,109999.0,Vivo,5G  8+8GB Extended,vivo,23,4.0,https://www.daraz.pk/products/vivo-v29e-5g-88gb-extended-ram-256gb-rom-50mp-af-group-selfie-120hz-amoled-display-i437889286-s2113900509.html?search=1,3,16
23,itelA60s,22999.0,itel,6.6″ HD+ Display ,itel,24,4.3,https://www.daraz.pk/products/itel-a60s-66-hd-display-8128gb-storage-hd-display-8mp-dual-rear-camera-i433726040-s2090405684.html?search=1,0,16
24,samsanggalaxy,53999.0,Samsung,6/128,Samsung,25,4.3,https://www.daraz.pk/products/samsung-a14-6128-i422210787-s1998035735.html?search=1,9,18
25,LikeNew,,no brand,,-,26,,https://www.daraz.pk/products/itel-a60s-4gb-ram-128gb-rom-66-hd-display-5000mah-battery-pta-approved-official-brand-warranty-i432849791-s2069109931.html?search=1,2,1
26,Redmi12C,70999.0,Apple,Phones  Used Apple,Like,27,5.0,https://www.daraz.pk/products/like-new-phones-used-apple-iphone-se-2nd-gen-2020-red-64-gb-pta-approved-i434297529-s2082868613.html?search=1,7,5
27,LikeNew,28499.0,Redmi, 6.71 Inch Display,Redmi,28,4.4,https://www.daraz.pk/products/redmi-12c-671-inch-display-4gb-ram-i425222112-s2014006595.html?search=1,0,18
28,A573gb,97999.0,Apple,Phones  Used Apple,Like,29,1.0,https://www.daraz.pk/products/like-new-phones-used-apple-iphone-x-space-gray-64-gb-pta-approved-i434302396-s2082861761.html?search=1,7,12
29,SamsungA54,12799.0,No Brand,ram and 32gb memory,A57,30,3.8,https://www.daraz.pk/products/a57-3gb-32gb-i434032750-s2122630384.html?search=1,0,24
30,RedmiA2+,140999.0,Samsung, 8GB/256GB  Android,Samsung,31,4.6,https://www.daraz.pk/products/samsung-a54-8gb256gb-android-13-5000-mah-battery-64-display-i432674368-s2125093041.html?search=1,10,18
31,TecnoCamon,21999.0,Redmi, 3GB Ram 64GB,Redmi,32,4.7,https://www.daraz.pk/products/a2-3gb-64gb-5000mah-i430324944-s2050666136.html?search=1,9,15
32,XiaomiRedmi,53999.0,Tecno,20  8GB/256GB ,Tecno,33,4.7,https://www.daraz.pk/products/tecno-camon-20-8gb256gb-64-mp-camera-5000-mah-battery-667-i428102257-s2035159540.html?search=1,5,18
33,InfinixZero,44999.0,Redmi,12  8GB RAM,Xiaomi,34,4.8,https://www.daraz.pk/products/12-8gb-128gb-50-mp-5000mah-i432772560-s2075098581.html?search=1,10,18
34,OPPOA17,75000.0,No Brand,30 4G RAM 8,Infinix,35,,https://www.daraz.pk/products/30-4g-8-gb-256-gb-50-mp-2-mp-2-mp-2-mp-i438403361-s2122417884.html?search=1,2,1
35,Redmi12C,36999.0,OPPO,4GB + 64GB 5000mAh,OPPO,36,4.6,https://www.daraz.pk/products/oppo-a17-4gb-64gb-5000mah-battery-i422151695-s1997383388.html?search=1,2,16
36,Xiaomi13T,50999.0,Samsung,4/128,Samsung,37,4.7,https://www.daraz.pk/products/samsung-a14-4128-i422211748-s1998041160.html?search=1,10,18
37,SparxS7,28999.0,Redmi,4GB RAM 128GB ROM,Redmi,38,4.7,https://www.daraz.pk/products/12c-4gb-128gb-50-mp-al-5000-mah-i430225803-s2080865730.html?search=1,7,17
38,Redmi12C,169999.0,Xiaomi,(12GB256GB) PTA Approved With,Xiaomi,39,4.6,https://www.daraz.pk/products/13t-12gb-256gb-1-pta-i433497804-s2080954311.html?search=1,8,15
39,RedmiNote12,14299.0,Sparx,2GB Ram 32GB Rom,Sparx,40,4.0,https://www.daraz.pk/products/sparx-s7-2gb-ram-32gb-rom-tripple-camera-4000mah-battery-545-display-with-one-year-brand-warranty-and-pta-approved-i434688222-s2089434696.html?search=1,3,20
40,SamsungA14,27799.0,Redmi,4GB RAM 128GB ROM,Redmi,41,4.4,https://www.daraz.pk/products/redmi-12c-4gb-ram-128gb-rom-pta-approved-official-warranty-i426943575-s2026292440.html?search=1,6,14
41,InfinixNote,51999.0,Xiaomi,12 (8GB128GB) PTA Approved,Redmi,42,4.7,https://www.daraz.pk/products/redmi-note-12-8gb-128gb-pta-approved-with-official-1-year-warranty-i421074981-s1988370279.html?search=1,9,17
42,RedmiA2+,34999.0,No Brand,4GB/64GB  5000 mAh,Samsung,43,4.5,https://www.daraz.pk/products/samsung-a14-4gb64gb-5000-mah-battery-66-display-android-13-i436839264-s2101404094.html?search=1,6,17
43,RealmeNarzo,64499.0,No Brand,30 Pro 8256 GB,Infinix,44,4.7,https://www.daraz.pk/products/infinix-note-30-pro-8-256-gb-pta-approved-with-official-1-year-warranty-i436821010-s2101334479.html?search=1,4,18
44,LikeNew,22499.0,Xiaomi, 3GB/64GB  Mediatek,Redmi,45,4.7,https://www.daraz.pk/products/redmi-a2-3gb64gb-mediatek-helio-g36-android-12-5000-mah-battery-i430451931-s2051820850.html?search=1,0,17
45,TecnoCAMON20,32999.0,No Brand,50A Prime (4GB128GB) PTA,Realme,46,4.2,https://www.daraz.pk/products/realme-narzo-50a-prime-4gb-128gb-pta-approved-with-official-1-year-warranty-i436801398-s2101274808.html?search=1,9,16
46,A04S,106999.0,Apple,Phones  Used Apple,Like,47,5.0,https://www.daraz.pk/products/like-new-phones-used-apple-iphone-x-silver-256-gb-pta-approved-i435087172-s2088535157.html?search=1,2,7
47,TecnoSPARK,48599.0,Tecno,20 8GB RAM256GB ROM,Tecno,48,4.6,https://www.daraz.pk/products/tecno-camon-20-8gb-ram-256gb-rom-5000mah-battery-pta-approved-official-brand-warranty-i430005529-s2047788423.html?search=1,8,19
48,SumsangNote11,38499.0,Samsung,,A04S,49,4.7,https://www.daraz.pk/products/a04s-4128gb-i424968324-s2012720854.html?search=1,8,16
49,Iphone14promax,41099.0,Tecno,10 PRO 8GB RAM,Tecno,50,4.5,https://www.daraz.pk/products/tecno-spark-10-pro-8gb-ram-256gb-rom-pta-approved-official-brand-warranty-i436994487-s2101829511.html?search=1,0,16
50,LikeNew,70999.0,Apple,Phones  Used Apple,Like,52,2.3,https://www.daraz.pk/products/redmi-a2-3gb-64gb-5000mah-10w-fast-charging-652-hd-dot-drop-display-pta-approved-system-active-i430685852-s2054176513.html?search=1,2,10
51,LikeNew,97999.0,Apple,Phones  Used Apple,Like,53,5.0,https://www.daraz.pk/products/like-new-phones-used-apple-iphone-se-2nd-gen-2020-black-64-gb-pta-approved-i434297530-s2082866600.html?search=1,9,7
52,LikeNew,70999.0,Apple,Phones  Used Apple,Like,54,5.0,https://www.daraz.pk/products/like-new-phones-used-apple-iphone-x-silver-64-gb-pta-approved-i434291909-s2088176034.html?search=1,5,11
53,Redminote12,50499.0,Redmi,12 8GB RAM 128GB,Redmi,55,3.2,https://www.daraz.pk/products/like-new-phones-used-apple-iphone-se-2nd-gen-2020-white-64-gb-pta-approved-i434305230-s2082863896.html?search=1,4,16
54,SamsungA24,72999.0,Samsung,8GB+128GB,Samsung,56,4.6,https://www.daraz.pk/products/redmi-note-12-8gb-ram-128gb-rom-pta-approved-official-warranty-super-fast-charging-i421521093-s1991845039.html?search=1,0,17
55,SPARXNEO,29499.0,No Brand,7 ULTRA 6+128GB ,SPARX,57,4.5,https://www.daraz.pk/products/samsung-a24-8gb128gb-i427414634-s2030038838.html?search=1,8,19
56,HonorX5,19999.0,Honor,Dual SIM 2GB RAM,Honor,58,4.7,https://www.daraz.pk/products/sparx-neo-7-ultra-6128gb-67-display-5000mah-battery-octa-core-processor-fast-charging-pta-approved-one-year-brand-warranty-i423781498-s2073410404.html?search=1,7,23
57,Redmi12C,28799.0,No Brand, 4GB Ram 128GB,Redmi,59,4.7,https://www.daraz.pk/products/honor-x5-dual-sim-2gb-ram-32gb-4g-1year-official-warranty-i421054632-s1988619536.html?search=1,5,16
58,InfinixNote,47999.0,Infinix__,30  8GB RAM,Infinix,60,4.7,https://www.daraz.pk/products/12c-4gb-1-000-gb-10w-i426348483-s2023807194.html?search=1,10,19
59,InfinixHot,36499.0,Infinix,30  8GB RAM,Infinix,61,4.8,https://www.daraz.pk/products/30-8gb-256gb-64mp-5000mah-i430239285-s2059656609.html?search=1,5,18
60,SamsungA34,114999.0,Samsung, 8GB/256GB  6.6,Samsung,62,4.9,https://www.daraz.pk/products/30-8gb-128gb-50mp-5000mah-i432054677-s2064260237.html?search=1,3,15
61,vivoV29e,109999.0,Vivo,5G  8+8GB Extended,vivo,63,4.0,https://www.daraz.pk/products/samsung-a34-8gb256gb-66-inches-display-android-13-5000mah-battery-i433327714-s2125087779.html?search=1,4,16
62,itelA60s,22999.0,itel,6.6″ HD+ Display ,itel,64,4.3,https://www.daraz.pk/products/vivo-v29e-5g-88gb-extended-ram-256gb-rom-50mp-af-group-selfie-120hz-amoled-display-i437889286-s2113900509.html?search=1,7,25
63,itelA60s,53999.0,Samsung,6/128,Samsung,65,4.3,https://www.daraz.pk/products/itel-a60s-66-hd-display-8128gb-storage-hd-display-8mp-dual-rear-camera-i433726040-s2090405684.html?search=1,9,18
64,LikeNew,22399.0,itel,4GB RAM +128GB ROM,itel,66,4.6,https://www.daraz.pk/products/samsung-a14-6128-i422210787-s1998035735.html?search=1,4,18
65,Redmi12C,70999.0,Apple,Phones  Used Apple,Like,67,5.0,https://www.daraz.pk/products/itel-a60s-4gb-ram-128gb-rom-66-hd-display-5000mah-battery-pta-approved-official-brand-warranty-i432849791-s2069109931.html?search=1,9,5
66,LikeNew,28499.0,Redmi, 6.71 Inch Display,Redmi,68,4.4,https://www.daraz.pk/products/like-new-phones-used-apple-iphone-se-2nd-gen-2020-red-64-gb-pta-approved-i434297529-s2082868613.html?search=1,0,18
67,A573gb,97999.0,Apple,Phones  Used Apple,Like,69,1.0,https://www.daraz.pk/products/redmi-12c-671-inch-display-4gb-ram-i425222112-s2014006595.html?search=1,7,12
68,SamsungA54,12799.0,No Brand,ram and 32gb memory,A57,70,3.8,https://www.daraz.pk/products/like-new-phones-used-apple-iphone-x-space-gray-64-gb-pta-approved-i434302396-s2082861761.html?search=1,1,24
69,RedmiA2+,140999.0,Samsung, 8GB/256GB  Android,Samsung,71,4.6,https://www.daraz.pk/products/a57-3gb-32gb-i434032750-s2122630384.html?search=1,3,18
70,TecnoCamon,21999.0,Redmi, 3GB Ram 64GB,Redmi,72,4.7,https://www.daraz.pk/products/samsung-a54-8gb256gb-android-13-5000-mah-battery-64-display-i432674368-s2125093041.html?search=1,1,15
71,XiaomiRedmi,53999.0,Tecno,20  8GB/256GB ,Tecno,73,4.7,https://www.daraz.pk/products/a2-3gb-64gb-5000mah-i430324944-s2050666136.html?search=1,10,18
72,InfinixZero,44999.0,Redmi,12  8GB RAM,Xiaomi,74,4.8,https://www.daraz.pk/products/tecno-camon-20-8gb256gb-64-mp-camera-5000-mah-battery-667-i428102257-s2035159540.html?search=1,1,27
73,OPPOA17,75000.0,No Brand,30 4G RAM 8,Infinix,75,,https://www.daraz.pk/products/12-8gb-128gb-50-mp-5000mah-i432772560-s2075098581.html?search=1,3,1
74,Redmi12C,36999.0,OPPO,4GB + 64GB 5000mAh,OPPO,76,4.6,https://www.daraz.pk/products/30-4g-8-gb-256-gb-50-mp-2-mp-2-mp-2-mp-i438403361-s2122417884.html?search=1,9,16
75,Xiaomi13T,50999.0,Samsung,4/128,Samsung,77,4.7,https://www.daraz.pk/products/oppo-a17-4gb-64gb-5000mah-battery-i422151695-s1997383388.html?search=1,8,18
76,SparxS7,28999.0,Redmi,4GB RAM 128GB ROM,Redmi,78,4.7,https://www.daraz.pk/products/samsung-a14-4128-i422211748-s1998041160.html?search=1,8,26
77,MotorolaMoto,169999.0,Xiaomi,(12GB256GB) PTA Approved With,Xiaomi,79,4.6,https://www.daraz.pk/products/12c-4gb-128gb-50-mp-al-5000-mah-i430225803-s2080865730.html?search=1,1,15
78,SamsungGalaxyA04s,14299.0,Sparx,2GB Ram 32GB Rom,Sparx,80,4.0,https://www.daraz.pk/products/13t-12gb-256gb-1-pta-i433497804-s2080954311.html?search=1,10,20
79,ItelA05s,82000.0,Motorola,Edge Plus 2020 12GB,Motorola,81,5.0,https://www.daraz.pk/products/sparx-s7-2gb-ram-32gb-rom-tripple-camera-4000mah-battery-545-display-with-one-year-brand-warranty-and-pta-approved-i434688222-s2089434696.html?search=1,5,27
80,VGOTELNote,39999.0,No Brand,A04s 4GB  128GB,Samsung,82,4.8,https://www.daraz.pk/products/12gb-1-gb-pta-i433242717-s2085762036.html?search=1,10,14
81,Redmi12C,20199.0,No Brand, 4GB RAM 64GB,Itel,83,,https://www.daraz.pk/products/samsung-galaxy-a04s-4gb-128gb-official-pta-approved-official-warranty-i429492323-s2045838409.html?search=1,1,1
82,TECNOCAMON,30999.0,No Brand,23  8GB+8GB RAM,VGOTEL,84,,https://www.daraz.pk/products/4gb-a05s-64gb-8mp-ips-lcd-5000mah-i438069913-s2118885564.html?search=1,4,1
83,InfinixNote,27999.0,No Brand, 4GB Ram 128GB,Redmi,85,4.9,https://www.daraz.pk/products/23-8gb-8gb-256gb-5000mah-i438924368-s2124853900.html?search=1,9,23
84,OppoA57,47000.0,No Brand,20  8GB+8GB RAM,TECNO,86,5.0,https://www.daraz.pk/products/12c-4gb-1-000-gb-10w-i426364045-s2024317570.html?search=1,9,6
85,InfinixHot,47999.0,Infinix,30  8GB RAM,Infinix,87,4.6,https://www.daraz.pk/products/20-8gb-8gb-256gb-5000-mah-i428986336-s2045897546.html?search=1,0,25
86,XiaomiRedmi,13999.0,No Brand, 5.2 HD Display,Oppo,88,,https://www.daraz.pk/products/30-8gb-256gb-64mp-5000mah-i428260994-s2049065109.html?search=1,7,1
87,XiaomiNote,37499.0,Infinix,30  8GB+8GB Ram,Infinix,89,4.7,https://www.daraz.pk/products/oppo-a57-52-hd-display-4gb-ram-64gb-rom-dual-sim-pta-approved-phone-and-box-only-charger-accessories-not-included-mix-color-i436688385-s2098284266.html?search=1,1,15
88,RedmiA2+,50399.0,Redmi,Note 12  8GB,Xiaomi,90,4.8,https://www.daraz.pk/products/30-8gb-128gb-5000mah-i431382940-s2064284782.html?search=1,10,18
89,SparxNeo,49999.0,Redmi,12  8GB RAM,Xiaomi,91,5.0,https://www.daraz.pk/products/12-8gb-128gb-5000mah-33-i421379488-s1989920618.html?search=1,6,9
90,ItelS23,22999.0,Xiaomi,(3GB64GB) PTA Approved With,Redmi,92,4.5,https://www.daraz.pk/products/12-8gb-128gb-50mp-5000mah-i429660348-s2045859828.html?search=1,8,14
91,LikeNew,25499.0,No Brand,X  4GB RAM,Sparx,93,4.6,https://www.daraz.pk/products/a2-64gb-3gb-1-pta-i430539584-s2053267858.html?search=1,6,15
92,DarazLike,28899.0,Shoptech, 6.6 Inch Display,Itel,94,4.6,https://www.daraz.pk/products/sparx-neo-x-4gb-ram-64gb-rom-50mp-2mp-camera-5000mah-battery-pta-approved-1-year-brand-warranty-i429329343-s2045915202.html?search=1,5,16
93,VgotelNew,106999.0,Apple,Phones  Used Apple,Like,95,5.0,https://www.daraz.pk/products/itel-s23-66-inch-display-8gb-8gb-ram-128gb-256gb-rom-i427991771-s2034404169.html?search=1,7,1
94,TecnoPOVA,154999.0,Daraz Like New,New Phones  Used,Daraz,96,5.0,https://www.daraz.pk/products/like-new-phones-used-apple-iphone-x-space-gray-256-gb-pta-approved-i435083296-s2088536132.html?search=1,6,8
95,InfinixSmart,16999.0,VGOTEL,12  2GB RAM,Vgotel,97,5.0,https://www.daraz.pk/products/daraz-like-new-phones-used-iphone-11-128gb-yellow-pta-approved-i305159115-s1640834823.html?search=1,8,16
96,OppoA57,57599.0,Tecno,5 Pro 5G 256GB,Tecno,98,,https://www.daraz.pk/products/12-2gb-64gb-652-5000mah-i425521808-s2015916870.html?search=1,6,1
97,TecnoCAMON20,25300.0,Infinix,7  64GB ROM,Infinix,99,4.4,https://www.daraz.pk/products/tecno-pova-5-pro-5g-256gb-rom-8gb-ram-5000mah-mega-battery-pta-approevd-official-brand-warranty-i436995460-s2101833767.html?search=1,1,13
98,InfinixNote,26999.0,No Brand,2022  6.5 HD,Oppo,100,,https://www.daraz.pk/products/infinix-smart-7-64gb-rom-4gb-ram-pta-approved-official-warranty-i404870740-s1950358084.html?search=1,10,1
99,VivoV29,46698.0,No Brand,20 8GB RAM256GB ROM,Tecno,101,5.0,https://www.daraz.pk/products/oppo-a57-2022-65-hd-display-4gb-ram-64gb-rom-dual-sim-pta-approved-phone-and-box-only-charger-accessories-not-included-mix-color-i436693448-s2098342045.html?search=1,3,1
100,VivoY17S,47999.0,No Brand,30  8GB RAM,Infinix,102,4.8,https://www.daraz.pk/products/20-8gb-ram-256gb-5000mah-pta-i432856844-s2101369194.html?search=1,3,15
101,Redmi12,162999.0,No Brand,12GB Ram 256GB Rom,Vivo,103,,https://www.daraz.pk/products/30-8gb-256gb-64mp-5000-mah-45w-i428380458-s2094154954.html?search=1,5,1
102,itelS23,44999.0,No Brand, 6GB+6GB Ram 128GB,Vivo,104,5.0,https://www.daraz.pk/products/12gb-v29-256gb-678-4600-mah-80-i435993109-s2094160423.html?search=1,10,1
103,RedmiA2,42999.0,Redmi, 8GB Ram 128GB,Redmi,105,4.7,https://www.daraz.pk/products/y27s-wair-6-6gb-64gb-5000mah-i434207118-s2082927409.html?search=1,2,15
104,LgV60,28799.0,No Brand,8GB Ram 128GB Rom,itel,106,4.3,https://www.daraz.pk/products/12-air-8gb-128gb-wach-5000mah-i432544717-s2064878271.html?search=1,5,16
105,VGOTELNOTE23,22999.0,Redmi,Plus  3GB RAM,Redmi,107,4.4,https://www.daraz.pk/products/8gb-s23-128gb-66-mah-50mp-pta-i427887954-s2033472043.html?search=1,10,24
106,Xiaomi13T,58000.0,LG ReEn,Thing original Official Pta,Lg,108,5.0,https://www.daraz.pk/products/a2-3gb-64gb-8mp-5000mah-i431415621-s2075020731.html?search=1,5,17
107,Redmi12,30999.0,No Brand,23 8+8=16GB RAM 256GB,VGOTEL,109,,https://www.daraz.pk/products/lg-v60-pta-8128-i427878874-s2034508752.html?search=1,4,1
108,SparxNeo,238499.0,No Brand,Pro  6.67 Inch,Xiaomi,110,,https://www.daraz.pk/products/23-8-8-16gb-256gb-5000mah-i438405502-s2122429857.html?search=1,9,1
109,Redmi12,36999.0,No Brand, 4GB Ram 128GB,Redmi,111,5.0,https://www.daraz.pk/products/xiaomi-13t-pro-667-inch-amoled-display-12gb-ram-512gb-rom-i434620695-s2084510864.html?search=1,6,14
110,InfinixNote,32599.0,Sparx,7 Ultra 128GB ROM,Sparx,112,4.2,https://www.daraz.pk/products/12-4gb-1-000-gb-i434655943-s2084959088.html?search=1,7,15
111,Sonyxperia,43799.0,No Brand, 8GB Ram 128GB,Redmi,113,5.0,https://www.daraz.pk/products/sparx-neo-7-ultra-128gb-rom-8gb-ram-battery-5000mah-display-652-pta-approved-official-brand-warranty-i433245694-s2076772714.html?search=1,1,5
112,RedmiNote,48499.0,Infinix,30 RAM 8GB+8GB &,Infinix,114,4.5,https://www.daraz.pk/products/12-6gb-128gb-679-ips-5000-mah-18w-i432721437-s2081882462.html?search=1,2,16
113,DarazLike,57000.0,SONY,5 mark 2 official,Sony,115,4.8,https://www.daraz.pk/products/infinix-note-30-ram-8gb8gb-256gb-storage-678-fhd-5000mah-mega-battery-pta-approved-official-warranty-i429046135-s2098320869.html?search=1,8,22
114,Redmi12C,51399.0,No Brand,12  8GB Ram,Redmi,116,4.7,https://www.daraz.pk/products/5-2-pta-8128-i426378803-s2033490212.html?search=1,7,25
115,Xiaomi13T,184999.0,Apple,New Phones  Used,Daraz,117,,https://www.daraz.pk/products/12-8gb-1-000-gb-128-20-33-i421271122-s1988956005.html?search=1,2,1
116,InfinixSmart,25890.0,No Brand,4GB RAM + 64GB,Redmi,118,5.0,https://www.daraz.pk/products/daraz-like-new-phones-used-apple-iphone-11-pro-64-gb-midnight-green-pta-approved-i434302398-s2082861762.html?search=1,6,24
117,ItelA60s,179999.0,Redmi, 12GB RAM 256GB,Xiaomi,119,5.0,https://www.daraz.pk/products/4gb-12c-64gb-pta-1-i424399248-s2010703888.html?search=1,6,6
118,TecnoCamon,25999.0,Infinix,7  Back Camera,Infinix,120,5.0,https://www.daraz.pk/products/13t-12gb-256gb-50mp-5000mah-i433939264-s2081872040.html?search=1,1,26
119,itelS23,22999.0,No Brand, 4GB + 128GB,Itel,121,4.9,https://www.daraz.pk/products/7-13-mp-4gb-64gb-5000-mah-i432049716-s2080852409.html?search=1,4,26
120,Xiaomi13T,48999.0,Tecno,20  8GB RAM,Tecno,122,4.9,https://www.daraz.pk/products/a60s-wach-4gb-128gb-wach-66-mah-i431406016-s2057010875.html?search=1,1,16
121,TecnoCamon,33999.0,itel,6.6″ HD+ Display ,itel,123,4.9,https://www.daraz.pk/products/20-8gb-256gb-64mp-5000mah-i430328036-s2060801927.html?search=1,6,23
122,RedmiNote12,169899.0,No Brand, 6.67 Inch Display,Xiaomi,124,5.0,https://www.daraz.pk/products/s23-66-hd-16-256gb-50-mp-ai-i434062784-s2082218778.html?search=1,2,6
123,RedmiNote,49499.0,Tecno,20  8GB RAM,Tecno,125,1.0,https://www.daraz.pk/products/xiaomi-13t-667-inch-display-12gb-ram-256gb-rom-i434191686-s2083035287.html?search=1,4,5
124,RealmeC51RAM,50499.0,Redmi,12 8GB Ram 128GB,Redmi,126,4.7,https://www.daraz.pk/products/20-8gb-256gb-667-5000mah-33-32mp-64-mp-2mp-ai-pta-i429300546-s2089900980.html?search=1,8,16
125,TecnoCamon,51499.0,No Brand,12  8GB Ram,Redmi,127,4.9,https://www.daraz.pk/products/12-8gb-128gb-667-5000-mah-33w-i432482913-s2064737683.html?search=1,6,16
126,InfinixHot,33000.0,No Brand,RAM 4GB ROM 64GB,Realme,128,,https://www.daraz.pk/products/12-8gb-1-000-gb-128-20-33-i425014085-s2018706239.html?search=1,7,1
127,Redmi12C,61999.0,No Brand,20 Pro 8GB 256GB,Tecno,129,5.0,https://www.daraz.pk/products/c51-4gb-64gb-5-mp-50-mp-008-mp-5000-mah-i438776261-s2124156020.html?search=1,9,15
128,InfinixNote,39999.0,No Brand,30  8GB Ram,Infinix,130,4.5,https://www.daraz.pk/products/20-8gb-26gb-64-g99-1-mah-21-i433969037-s2095364064.html?search=1,2,6
129,XiaomiRedmi,27799.0,No Brand, 4GB Ram 128GB,Redmi,131,4.7,https://www.daraz.pk/products/30-8gb-128gb-5000mah-i432048376-s2094321959.html?search=1,5,23
130,Xiaomi13T,47980.0,No Brand,30 RAM 8 GB,Infinix,132,4.8,https://www.daraz.pk/products/12c-4gb-1-000-gb-10w-i425749788-s2018940686.html?search=1,1,23
131,vivoY36,43999.0,No Brand,12  8GB +,Xiaomi,133,5.0,https://www.daraz.pk/products/30-8-gb-256-gb-16-mp-64-mp-2-mp-ai-5000-mah-i428559876-s2046485138.html?search=1,3,5
